Name,In-game Description,Parsed Description
"Christmas is so fun, isn't it?","2.5x ATK for Water, Fire Att. ATK increases a little; 3.5x ATK for allies with both Attributes","Water Attribute cards ATK x2.5. Fire Attribute cards ATK x1.4."
"These decorations are cool don't you think?","2x HP for Wood Att.","Wood Attribute cards HP x2."
"Grunting!!","1.5x ATK & RCV for Fire Att.","Fire Attribute cards ATK x1.5, RCV x1.5."
"Red Nose Formation","5x ATK & 2.5x HP when Snow Globe Dragons Rouge, Vert & Blanc on team","All Attribute cards HP x2.5, ATK x5 when {{520,522,1005}} in the same team."
"Red Nose Formation","5x ATK & 2.5x HP when Snow Globe Dragons Rouge, Vert & Blanc on team","All Attribute cards HP x2.5, ATK x5 when {{520,522,1005}} in the same team."
"MH189 - Multi Turbo","3x ATK when HP is 80% or more; 2.5x ATK & RCV when playing with another player","Fire, Water, Wood, Light & Dark Attribute cards ATK x3 when HP is 80% or more.
ATK x2.5, RCV x2.5 in cooperation mode."
"MH189 - Multi Turbo","3x ATK when HP is 80% or more; 2.5x ATK & RCV when playing with another player","Fire, Water, Wood, Light & Dark Attribute cards ATK x3 when HP is 80% or more.
ATK x2.5, RCV x2.5 in cooperation mode."
"MZ187 - Multi Turbo","3.5x ATK when HP is full; 2.5x ATK & RCV when playing with another player","Fire, Water, Wood, Light & Dark Attribute cards ATK x3.5 when HP is full.
ATK x2.5, RCV x2.5 in cooperation mode."
"MZ187 - Multi Turbo","3.5x ATK when HP is full; 2.5x ATK & RCV when playing with another player","Fire, Water, Wood, Light & Dark Attribute cards ATK x3.5 when HP is full.
ATK x2.5, RCV x2.5 in cooperation mode."
"High Emerald Cowl","3x ATK for Machine Type when HP is 50% or more; reduces non-Fire Att. damage","Machine Type cards ATK x3 when HP is 50% or more.
20% Water, Wood, Light & Dark damage reduction."
"High Metal Cowl","3x ATK for Machine Type when HP is 50% or more; reduces non-Light Att. damage","Machine Type cards ATK x3 when HP is 50% or more.
20% Fire, Water, Wood & Dark damage reduction."
"High Ruby Cowl","3x ATK for Machine Type when HP is 50% or more; reduces non-Water Att. damage","Machine Type cards ATK x3 when HP is 50% or more.
20% Fire, Wood, Light & Dark damage reduction."
"High Sapphire Cowl","3x ATK for Machine Type when HP is 50% or more; reduces non-Wood Att. damage","Machine Type cards ATK x3 when HP is 50% or more.
20% Fire, Water, Light & Dark damage reduction."
"Don't you want to play with me?","9x ATK for Healer Type when HP is full, 3x when
99% or less; recovers 10x RCV as HP when matching Orbs"," cards ATK x9 when HP is full. ATK x3 when HP is 99% or less.
Heal RCV x10 as HP after every orbs elimination."
"My wish is in the sound of this flute...","4x ATK & 1.5x RCV for Dragon & God Types;
4x ATK & halves damage with a cross of 5 Heal Orbs","Dragon & God Type cards ATK x4, RCV x1.5.
ATK x4, reduce damage taken by 50% after matching Heal orbs in a cross formation."
"May something wonderful happen ♪","3.5x ATK erasing 3 of: Fr, Wd, Lt, or Heal; 2x ATK for Att. erasing 5 Orbs including enhanced","All Attribute cards ATK x3.5 when attacking with 3 of following orb types: Fire, Wood, Light & Heart.
Matched attribute ATK x2 when matching exactly 5 connected orbs with at least 1 enhanced orb."
"Let my wish come true NOW!","1.5x ATK & RCV for Dragon Type; ATK increases
when erasing 4+ linked Fire or Light Orbs, up to 4x","Dragon Type cards ATK x1.5, RCV x1.5.
All Attribute cards ATK x2 when simultaneously clearing 4 connected Fire or Light orbs. ATK x0.5 for each additional connected orb, up to ATK x4 at 8 connected orbs."
"Eeee, Eeeeeee!","4x ATK when attacking with 4 Att. (4.5x ATK for 5 Att.);
2.5x ATK for Att. erasing 5 Orbs including enhanced","All Attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5 for each additional orb type, up to ATK x4.5 for all 5 matches.
Matched attribute ATK x2.5 when matching exactly 5 connected orbs with at least 1 enhanced orb."
"New Year's Day is the key of the year","2x ATK, 1.5x HP & RCV for Attacker Type","Attacker Type cards HP x1.5, ATK x2, RCV x1.5."
"May everybody's wishes come true!","4x ATK for Light Att. when skills used","Light Attribute cards ATK x4 on the turn a skill is used. (Multiple skills will not stack)."
"Let's play more!!!","3x ATK & 2x RCV when HP is 10% or less; may survive when HP is reduced to 0","Fire, Water, Wood, Light & Dark Attribute cards ATK x3, RCV x2 when HP is 10% or less%.
While your HP is 50% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit."
"Happy New Medje Year","3x ATK for Wood Att. when HP is 50% or more; 1.5x ATK for Att. erasing 5 Orbs with enhanced","Wood Attribute cards ATK x3 when HP is 50% or more.
Matched attribute ATK x1.5 when matching exactly 5 connected orbs with at least 1 enhanced orb."
"Let's play a happy song!","3x ATK for Healer Type, plus their HP increases slightly","Healer Type cards HP x1.25, ATK x3."
"Dragon's fortune is always true!","2x ATK for Dragon & Healer Types","Healer & Dragon Type cards ATK x2."
"Cah!!!","Heals 10x RCV in HP when matching Orbs","Heals 10x RCV in HP when matching Orbs"
"A!","1.5x ATK & RCV for God Type","God Type cards ATK x1.5, RCV x1.5."
"Un!","1.5x ATK & HP for God Type","God Type cards HP x1.5, ATK x1.5."
"Mug Mug-♪","Reduces damage","20% Fire, Water, Wood, Light & Dark damage reduction."
"God Mountain's Necklace","Wood Att. stats increase slightly; 3x ATK erasing 2 of these Orb Types: Wood, Light or Heal","Wood Attribute cards HP x1.1, ATK x1.1, RCV x1.1.
All Attribute cards ATK x3 when attacking with 2 of following orb types: Wood, Light & Heart."
"God Mountain's Necklace","Wood Att. stats increase slightly; 3x ATK erasing 2 of these Orb Types: Wood, Light or Heal","Wood Attribute cards HP x1.1, ATK x1.1, RCV x1.1.
All Attribute cards ATK x3 when attacking with 2 of following orb types: Wood, Light & Heart."
"Thunder Fist God's Fighting Spirit","2x ATK & RCV for Balanced Type; may survive when HP is reduced to 0","Balanced Type cards ATK x2, RCV x2.
While your HP is 50% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit."
"Thunder Fist God's Fighting Spirit","2x ATK & RCV for Balanced Type; may survive when HP is reduced to 0","Balanced Type cards ATK x2, RCV x2.
While your HP is 50% or above, a single hit that normally kills you will instead leave you with 1 HP. For the consecutive hits, this skill will only affect the first hit."
"Leo's Fiery Mechanical Star","ATK increases with 3+ linked Jammers, up to 6x;
reduces Fire & Wood Att. damage","All Attribute cards ATK x4 when simultaneously clearing 3 connected Jammer orbs. ATK x1 for each additional connected orb, up to ATK x6 at 5 connected orbs.
30% Fire & Wood damage reduction."
"Leo's Fiery Mechanical Star","ATK increases with 3+ linked Jammers, up to 6x;
reduces Fire & Wood Att. damage","All Attribute cards ATK x4 when simultaneously clearing 3 connected Jammer orbs. ATK x1 for each additional connected orb, up to ATK x6 at 5 connected orbs.
30% Fire & Wood damage reduction."
"Cancer's Watery Mechanical Star","ATK increases when erasing 3+ linked Jammers, up to 6x;
reduces Water & Fire Att. damage","All Attribute cards ATK x4 when simultaneously clearing 3 connected Jammer orbs. ATK x1 for each additional connected orb, up to ATK x6 at 5 connected orbs.
30% Fire & Water damage reduction."
"Cancer's Watery Mechanical Star","ATK increases when erasing 3+ linked Jammers, up to 6x;
reduces Water & Fire Att. damage","All Attribute cards ATK x4 when simultaneously clearing 3 connected Jammer orbs. ATK x1 for each additional connected orb, up to ATK x6 at 5 connected orbs.
30% Fire & Water damage reduction."
"Capricorn's Windy Mechanical Star","ATK increases up to 6x when erasing 3+ linked Jammers;
reduces Wood & Light Att. damage","All Attribute cards ATK x4 when simultaneously clearing 3 connected Jammer orbs. ATK x1 for each additional connected orb, up to ATK x6 at 5 connected orbs.
30% Wood & Light damage reduction."
"Capricorn's Windy Mechanical Star","ATK increases up to 6x when erasing 3+ linked Jammers;
reduces Wood & Light Att. damage","All Attribute cards ATK x4 when simultaneously clearing 3 connected Jammer orbs. ATK x1 for each additional connected orb, up to ATK x6 at 5 connected orbs.
30% Wood & Light damage reduction."
"Taurus's Solar Mechanical Star","2.5x RCV when erasing 4 Heal Orbs;
5x ATK for Att. erasing 5 Orbs including enhanced","RCV x2.5 when matching exactly 4 connected heart orbs.
Matched attribute ATK x5 when matching exactly 5 connected orbs with at least 1 enhanced orb."
"Taurus's Solar Mechanical Star","2.5x RCV when erasing 4 Heal Orbs;
5x ATK for Att. erasing 5 Orbs including enhanced","RCV x2.5 when matching exactly 4 connected heart orbs.
Matched attribute ATK x5 when matching exactly 5 connected orbs with at least 1 enhanced orb."
"Aries's Lunar Mechanical Star","2.5x RCV when erasing 4 Heal Orbs;
5x ATK for Att. erasing 5 Orbs including enhanced","RCV x2.5 when matching exactly 4 connected heart orbs.
Matched attribute ATK x5 when matching exactly 5 connected orbs with at least 1 enhanced orb."
"Aries's Lunar Mechanical Star","2.5x RCV when erasing 4 Heal Orbs;
5x ATK for Att. erasing 5 Orbs including enhanced","RCV x2.5 when matching exactly 4 connected heart orbs.
Matched attribute ATK x5 when matching exactly 5 connected orbs with at least 1 enhanced orb."
"Green Steel Star Sagittarius","1.5x ATK & RCV for Machine Type;
ATK increases when erasing 6+ linked Wood Orbs, up to 4x","Machine Type cards ATK x1.5, RCV x1.5.
All Attribute cards ATK x3 when simultaneously clearing 6 connected Wood orbs. ATK x0.5 for each additional connected orb, up to ATK x4 at 8 connected orbs."
"Green Steel Star Sagittarius","1.5x ATK & RCV for Machine Type;
ATK increases when erasing 6+ linked Wood Orbs, up to 4x","Machine Type cards ATK x1.5, RCV x1.5.
All Attribute cards ATK x3 when simultaneously clearing 6 connected Wood orbs. ATK x0.5 for each additional connected orb, up to ATK x4 at 8 connected orbs."
"Blue Steel Star of Aquarius","1.5x ATK & RCV for Machine Type;
2.5x ATK with 2 Water Att. combos, 3.5x ATK with 3+ combos","Machine Type cards ATK x1.5, RCV x1.5.
All Attribute cards ATK x2.5 when reaching 2 Water combos. Attack multiplier increases by 1 for each additional combo, up to ATK x3.5 when reaching 3 Water combos."
"Blue Steel Star of Aquarius","1.5x ATK & RCV for Machine Type;
2.5x ATK with 2 Water Att. combos, 3.5x ATK with 3+ combos","Machine Type cards ATK x1.5, RCV x1.5.
All Attribute cards ATK x2.5 when reaching 2 Water combos. Attack multiplier increases by 1 for each additional combo, up to ATK x3.5 when reaching 3 Water combos."
"Crystal Dragon Tribe's Quintessence","2.5x ATK & RCV for Dragon & Physical Types; 1.5x ATK when erasing 4+ linked Water Orbs","Physical & Dragon Type cards ATK x2.5, RCV x2.5.
All Attribute cards ATK x1.5 when simultaneously clearing 4 connected Water orbs."
"Ancient Dragon Tribe's Quintessence","2.5x ATK & RCV for Dragon & Balanced Types; 1.5x ATK when erasing 4+ linked Wood Orbs","Balanced & Dragon Type cards ATK x2.5, RCV x2.5.
All Attribute cards ATK x1.5 when simultaneously clearing 4 connected Wood orbs."
"Inversion - Hymn of Nike","1.5x HP & 4x ATK for God Type, Orb move time +2 sec; 
4x ATK & halves damage with a cross of 5 Heal Orbs","God Type cards HP x1.5, ATK x4. Increases time limit of orb movement by 2 seconds.
ATK x4, reduce damage taken by 50% after matching Heal orbs in a cross formation."
"Inversion - Dance of the Four Origins","5x ATK & reduces damage when Fr, Wt, Wd & Lt attack
at once; 2.5x ATK & RCV for God Type when skills used","All Attribute cards ATK x5, reduce damage taken by 25% when attacking with 4 of Fire, Water, Wood & Light orb types at the same time.
God Type cards ATK x2.5, RCV x2.5 on the turn a skill is used. (Multiple skills will not stack)."
"Inversion - Magic Dragon Tribe's Essence","3x ATK & RCV for Dragon & Devil Types;
4.5x ATK & reduces damage with 4+ combos","Dragon & Devil Type cards ATK x3, RCV x3.
All Attribute cards ATK x4.5, 25% all damage reduction when reaching 4 combos."
"Oracle of the Radiant God","2x ATK & HP for Healer Type; 2x RCV for Healer Type when skills used","Healer Type cards HP x2, ATK x2.
Healer Type cards RCV x2 on the turn a skill is used. (Multiple skills will not stack)."
"Point Redemption - Extra Small","Selling this monster grants 100 Monster Points","Selling this monster grants 100 Monster Points"
"無し","","No Leader Skill"
"Hey, do you want some?","2.5x HP for Healer Type; 3x ATK when erasing 6+ linked Heal Orbs","Healer Type cards HP x2.5.
All Attribute cards ATK x3 when simultaneously clearing 6 connected Heart orbs."
"Fire Dragon's Mainspring Key","1.5x ATK & 2x HP for Machine Type; Fire Att. counterattack sometimes","Machine Type cards HP x2, ATK x1.5.
50% chance to deal counter Fire damage of 2x damage taken."
"Wood Dragon's Mainspring Key","1.5x ATK & 2x HP for Machine Type; Wood Att. counterattack sometimes","Machine Type cards HP x2, ATK x1.5.
50% chance to deal counter Wood damage of 2x damage taken."
"Flame Dragon's Mainspring Key","1.5x RCV & 2x ATK for Machine Type; Fire Att. counterattack sometimes","Machine Type cards ATK x2, RCV x1.5.
50% chance to deal counter Fire damage of 2x damage taken."
"Lightning Dragon's Mainspring Key","1.5x ATK & 2x HP for Machine Type; Light Att. counterattack sometimes","Machine Type cards HP x2, ATK x1.5.
50% chance to deal counter Light damage of 2x damage taken."
"Lake Dragon's Mainspring Key","1.5x ATK & 2x HP for Machine Type; Water Att. counterattack sometimes","Machine Type cards HP x2, ATK x1.5.
50% chance to deal counter Water damage of 2x damage taken."
"Ocean Dragon's Mainspring Key","1.5x ATK & 2x HP for Machine Type; Dark Att. counterattack sometimes","Machine Type cards HP x2, ATK x1.5.
50% chance to deal counter Dark damage of 2x damage taken."
"無し","","No Leader Skill"
"Heat Weapon","2.5x ATK for Machine Type when HP is full","Machine Type cards ATK x2.5 when HP is full."
"無し","","No Leader Skill"
"Hydrostream","2x ATK & RCV for Machine Type","Machine Type cards ATK x2, RCV x2."
"無し","","No Leader Skill"
"Aero Mist","1.5x to all stats for Machine Type","Machine Type cards HP x1.5, ATK x1.5, RCV x1.5."
"無し","","No Leader Skill"
"Thunder Shell","2x HP & RCV for Machine Type","Machine Type cards HP x2, RCV x2."
"無し","","No Leader Skill"
"Shadow Energy","2x ATK & HP for Machine Type","Machine Type cards HP x2, ATK x2."
"Dark Steel Star of Libra","1.5x ATK & RCV for Machine Type; 4x ATK for Att. erasing 5 Orbs including enhanced","Machine Type cards ATK x1.5, RCV x1.5.
Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb."
"Dark Steel Star of Libra","1.5x ATK & RCV for Machine Type; 4x ATK for Att. erasing 5 Orbs including enhanced","Machine Type cards ATK x1.5, RCV x1.5.
Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb."
"Catastrophic Drive","4x ATK when attacking with 4 Att. at once, 4.5x with 5 Att.; 1.5x ATK & RCV for Machine Type","All Attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5 for each additional orb type, up to ATK x4.5 for all 5 matches.
Machine Type cards ATK x1.5, RCV x1.5."
"Catastrophic Drive","4x ATK when attacking with 4 Att. at once, 4.5x with 5 Att.; 1.5x ATK & RCV for Machine Type","All Attribute cards ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5 for each additional orb type, up to ATK x4.5 for all 5 matches.
Machine Type cards ATK x1.5, RCV x1.5."
