Name, Skill CD (Max), # of Skillups, In-Game Description, Parsed Description
"廬山百龍覇","8","5","左端縦1列を木に、右端縦1列を光ドロップに変化。
1ターンの間、1コンボ加算。","Change the leftmost column into Wood orbs. Change the rightmost column into Light orbs.
+1 combo counts for 1 turn."
"廬山昇龍覇","8","5","2ターンの間、ドラゴンタイプの攻撃力が2.5倍。
HPが1になるが、敵1体に攻撃力×30倍の木属性攻撃。","Dragon Type cards ATK x2.5 for 2 turn.
Inflict a 30x Wood attack to 1 enemy but HP falls to 1. Affected by enemy element and defense."
"ペガサス彗星拳","7","6","敵1体に10万の固定ダメージ。
回復とお邪魔ドロップを光ドロップに変化。","Deal 100,000 damage to 1 enemy. Ignore enemy element and defense.
Changes Heart & Jammer orbs into Light orbs."
"Yomi Wave","7","6","Vastly reduces enemies' DEF for 2 turns; changes Water Orbs to Fire & Heal to Dark","Reduce enemies' defense by 75% for 2 turn. Effects carry forward on sweep.
Change Water orbs to Fire orbs, Heart orbs to Dark orbs."
"Attack Stance - Light","5","7","Changes Heal Orbs to Light Orbs","Change Heart orbs to Light orbs."
"Attack Stance - Fire","5","7","Changes Heal Orbs to Fire Orbs","Change Heart orbs to Fire orbs."
"Attack Stance - Water","5","7","Changes Heal Orbs to Water Orbs","Change Heart orbs to Water orbs."
"Attack Stance - Wood","5","7","Changes Jammers, Poison & Heal Orbs to Wood Orbs","Changes Heart, Jammer, Poison & Mortal Poison orbs into Wood orbs."
"Attack Stance - Dark","5","7","Changes Heal Orbs to Dark Orbs","Change Heart orbs to Dark orbs."
"The Sword Kusanagi","8","6","Changes Wood Orbs to Fire Orbs & Dark Orbs to Heal Orbs; Heal Orbs enhanced","Change Wood orbs to Fire orbs, Dark orbs to Heart orbs.
Enhance Heart orbs."
"The Sacred Blue Chains","8","6","Changes Fire Orbs to Water Orbs & Light Orbs to Heal Orbs; Heal Orbs enhanced","Change Fire orbs to Water orbs, Light orbs to Heart orbs.
Enhance Heart orbs."
"Green Star Blade","8","6","Changes Water Orbs to Wood Orbs & Fire Orbs to Heal Orbs; Heal Orbs enhanced","Change Water orbs to Wood orbs, Fire orbs to Heart orbs.
Enhance Heart orbs."
"The Compliant Rod","8","6","Changes Water Orbs to Light Orbs & Dark Orbs to Heal Orbs; Heal Orbs enhanced","Change Water orbs to Light orbs, Dark orbs to Heart orbs.
Enhance Heart orbs."
"Secret Box","8","6","Changes Wood Orbs to Dark Orbs & Light Orbs to Heal Orbs; Heal Orbs enhanced","Change Wood orbs to Dark orbs, Light orbs to Heart orbs.
Enhance Heart orbs."
"Freezing Gravity","8","7","Reduces enemies' remaining HP by 10%;
Water Orbs enhanced","Reduce all enemies' HP by 10%. Ignore enemy element and defense.
Enhance Water orbs."
"Carving One's Own Path","9","6","Delays enemies' next move for 1 turn; changes Water Orbs to Fire Orbs","Delay 1 turns to all enemies.
Change Water orbs to Fire orbs."
"Carving One's Own Path","9","6","Delays enemies' next move for 1 turn; changes Water Orbs to Fire Orbs","Delay 1 turns to all enemies.
Change Water orbs to Fire orbs."
"Honest Insight","13","6","Delays enemies' next move for 2 turns;
2.5x ATK for Healer Type for 2 turns","Delay 2 turns to all enemies.
Healer Type cards ATK x2.5 for 2 turn."
"Honest Insight","13","6","Delays enemies' next move for 2 turns;
2.5x ATK for Healer Type for 2 turns","Delay 2 turns to all enemies.
Healer Type cards ATK x2.5 for 2 turn."
"Leading a Comeback","10","6","Changes Dark & Heal Orbs to Wood Orbs;
recovers 30% HP","Change Heart orbs to Wood orbs, Dark orbs to Wood orbs.
Recover 30% of max HP."
"Leading a Comeback","10","6","Changes Dark & Heal Orbs to Wood Orbs;
recovers 30% HP","Change Heart orbs to Wood orbs, Dark orbs to Wood orbs.
Recover 30% of max HP."
"Selfless Devotion","8","6","Changes Dark Orbs to Light Orbs & Fire Orbs to Heal Orbs","Change Dark orbs to Light orbs, Fire orbs to Heart orbs."
"Selfless Devotion","8","6","Changes Dark Orbs to Light Orbs & Fire Orbs to Heal Orbs","Change Dark orbs to Light orbs, Fire orbs to Heart orbs."
"Unparalleled Destructive Strike","11","6","4x ATK for Devil Type for 1 turn;
inflicts 10x ATK Dark Att. Mass Attack, but HP falls to 1","Devil Type cards ATK x4 for 1 turn.
Inflict a 10x Dark attack to all enemies but HP falls to 1. Affected by enemy element and defense."
"Five Colored Alchemy","7","6","Changes Orbs to all Attributes","Change all orbs to Fire, Water, Wood, Light & Dark orbs."
"Gravity World","12","6","Reduces enemies' remaining HP by 25%, reduces unmatchable
Orb status by 5 turns; Orb move time +5 sec for 5 turns","Reduce all enemies' HP by 25%. Ignore enemy element and defense.
Reduces unmatchable orb status by 5 turns.
Orb move time +5 seconds for 5 turn."
"Summon Fire","4","7","2 Fire Orbs are created at random; Fire Orbs enhanced","Randomly spawn 2 Fire orbs each from non Fire orbs.
Enhance Fire orbs."
"Summon Fire","4","7","2 Fire Orbs are created at random; Fire Orbs enhanced","Randomly spawn 2 Fire orbs each from non Fire orbs.
Enhance Fire orbs."
"Summon Water","4","7","2 Water Orbs are created at random; Water Orbs enhanced","Randomly spawn 2 Water orbs each from non Water orbs.
Enhance Water orbs."
"Summon Water","4","7","2 Water Orbs are created at random; Water Orbs enhanced","Randomly spawn 2 Water orbs each from non Water orbs.
Enhance Water orbs."
"Summon Wood","4","7","2 Wood Orbs are created at random; Wood Orbs enhanced","Randomly spawn 2 Wood orbs each from non Wood orbs.
Enhance Wood orbs."
"Summon Wood","4","7","2 Wood Orbs are created at random; Wood Orbs enhanced","Randomly spawn 2 Wood orbs each from non Wood orbs.
Enhance Wood orbs."
"Summon Light","6","6","Creates 5 Light Orbs at random;
Light Orbs enhanced","Randomly spawn 5 Light orbs each from non Light orbs.
Enhance Light orbs."
"Summon Light","6","6","Creates 5 Light Orbs at random;
Light Orbs enhanced","Randomly spawn 5 Light orbs each from non Light orbs.
Enhance Light orbs."
"Summon Darkness","6","6","Creates 5 Dark Orbs at random;
Dark Orbs enhanced","Randomly spawn 5 Dark orbs each from non Dark orbs.
Enhance Dark orbs."
"Summon Darkness","6","6","Creates 5 Dark Orbs at random;
Dark Orbs enhanced","Randomly spawn 5 Dark orbs each from non Dark orbs.
Enhance Dark orbs."
"Puzzle & Dragons","11","11","Extends Orb move time by 5 seconds for 3 turns;
2x ATK for Dragon Type for 1 turn","Orb move time +5 seconds for 3 turn.
Dragon Type cards ATK x2 for 1 turn."
"Puzzle & Dragons","11","11","Extends Orb move time by 5 seconds for 3 turns;
2x ATK for Dragon Type for 1 turn","Orb move time +5 seconds for 3 turn.
Dragon Type cards ATK x2 for 1 turn."
"Mars Daylight","12","11","Delays enemies' next move for 1 turn; inflicts 50x ATK Fire Att. attack on all enemies","Delay 1 turns to all enemies.
Inflict Fire damage equal to ATK x50 to all enemies. Affected by enemy element and defense."
"Mercury Genesis","16","15","Changes Orbs to Water Orbs","Change all orbs to Water orbs."
"Jupiter Genesis","16","15","Changes Orbs to Wood Orbs","Change all orbs to Wood orbs."
"Soul Drain","8","11","Makes a 8x ATK Light Att. attack on 1 enemy,
plus half of the damage is recovered as HP","Inflict 8x Light damage to 1 enemy. Recover 50% of the damage dealt as HP. Affected by enemy element and defense."
"The Feathered Garment of Yomi","4","10","Reduces damage for 3 turns","35% damage reduction for 3 turns."
"Blazing Field","10","11","Voids Wood damage for 3 turns; Fire Orbs enhanced","100% 2 damage for 3 turn.
Enhance Fire orbs."
"Water Rapids Field","10","11","Voids Fire damage for 3 turns; Water Orbs enhanced","100% 0 damage for 3 turn.
Enhance Water orbs."
"Earth Field","10","11","Voids Water damage for 3 turns; Wood Orbs enhanced","100% 1 damage for 3 turn.
Enhance Wood orbs."
"Flashing Field","10","11","Voids Dark damage for 3 turns; Light Orbs enhanced","100% 4 damage for 3 turn.
Enhance Light orbs."
"Shadow Field","10","11","Voids Light damage for 3 turns; Dark Orbs enhanced","100% 3 damage for 3 turn.
Enhance Dark orbs."
"Red Crest","10","6","Inflicts 100,000 damage on 1 enemy;
2.5x ATK for Attacker Type for 2 turns","Deal 100,000 damage to 1 enemy. Ignore enemy element and defense.
Attacker Type cards ATK x2.5 for 2 turn."
"Red Crest","10","6","Inflicts 100,000 damage on 1 enemy;
2.5x ATK for Attacker Type for 2 turns","Deal 100,000 damage to 1 enemy. Ignore enemy element and defense.
Attacker Type cards ATK x2.5 for 2 turn."
"Blue Crest","10","6","Inflicts 100,000 damage on 1 enemy;
2.5x ATK for God Type for 2 turns","Deal 100,000 damage to 1 enemy. Ignore enemy element and defense.
God Type cards ATK x2.5 for 2 turn."
"Blue Crest","10","6","Inflicts 100,000 damage on 1 enemy;
2.5x ATK for God Type for 2 turns","Deal 100,000 damage to 1 enemy. Ignore enemy element and defense.
God Type cards ATK x2.5 for 2 turn."
"Green Crest","6","10","Inflicts 100,000 damage on 1 enemy;
2.5x ATK for Balanced Type for 2 turns","Deal 100,000 damage to 1 enemy. Ignore enemy element and defense.
Balanced Type cards ATK x2.5 for 2 turn."
"Green Crest","6","10","Inflicts 100,000 damage on 1 enemy;
2.5x ATK for Balanced Type for 2 turns","Deal 100,000 damage to 1 enemy. Ignore enemy element and defense.
Balanced Type cards ATK x2.5 for 2 turn."
"Holy Crest","10","6","Inflicts 100,000 damage on 1 enemy;
2.5x ATK for Healer Type for 2 turns","Deal 100,000 damage to 1 enemy. Ignore enemy element and defense.
Healer Type cards ATK x2.5 for 2 turn."
"Holy Crest","10","6","Inflicts 100,000 damage on 1 enemy;
2.5x ATK for Healer Type for 2 turns","Deal 100,000 damage to 1 enemy. Ignore enemy element and defense.
Healer Type cards ATK x2.5 for 2 turn."
"Evil Crest","10","6","Inflicts 100,000 damage on 1 enemy;
2.5x ATK for Physical Type for 2 turns","Deal 100,000 damage to 1 enemy. Ignore enemy element and defense.
Physical Type cards ATK x2.5 for 2 turn."
"Evil Crest","10","6","Inflicts 100,000 damage on 1 enemy;
2.5x ATK for Physical Type for 2 turns","Deal 100,000 damage to 1 enemy. Ignore enemy element and defense.
Physical Type cards ATK x2.5 for 2 turn."
"Ultra Gravity","13","18","Reduces enemies' remaining HP by 30%","Reduce all enemies' HP by 30%. Ignore enemy element and defense."
"Flashing Field","10","11","Voids Dark damage for 3 turns; Light Orbs enhanced","100% 4 damage for 3 turn.
Enhance Light orbs."
"Boisterous Dance","9","7","Reduces enemies' remaining HP by 20%","Reduce all enemies' HP by 20%. Ignore enemy element and defense."
"Poison Mist","10","6","1.5x ATK for Devil Type for 1 turn;
poisons all enemies","Devil Type cards ATK x1.5 for 1 turn.
Inflict Poison damage equal to ATK x1 to all enemies every turn. Ignore enemy element and defense."
"Attack Stance - Light","5","7","Changes Heal Orbs to Light Orbs","Change Heart orbs to Light orbs."
"Southern Seven-Star Formation","8","7","Changes Orbs to Fire, Wood & Light Orbs","Change all orbs to Fire, Wood & Light orbs."
"Eastern Seven-Star Formation","8","7","Changes Orbs to Water, Wood & Dark Orbs","Change all orbs to Water, Wood & Dark orbs."
"Northern Seven-Star Formation","8","7","Changes Orbs to Wood, Light & Dark Orbs","Change all orbs to Wood, Light & Dark orbs."
"Boisterous Dance","9","7","Reduces enemies' remaining HP by 20%","Reduce all enemies' HP by 20%. Ignore enemy element and defense."
"Western Seven-Star Formation","8","7","Changes Orbs to Fire, Water & Dark Orbs","Change all orbs to Fire, Water & Dark orbs."
"Change the World","13","8","2.5x ATK for God Type for 1 turn; move Orbs freely for 10 seconds","God Type cards ATK x2.5 for 1 turn.
Move orbs freely for 0.1 seconds."
"Quick Cure","4","8","Recovers 8x RCV as HP;
reduces bind status (incl. Awoken) by 3 turns","3 turn bind recovery. 3 turn awoken bind recovery."
"Draco Summoning Circle-Fr & Dk","12","8","Changes all Orbs to Fire & Dark Orbs","Change all orbs to Fire & Dark orbs."
"The Morning Star","7","16","200x ATK Dark attack made on 1 enemy but HP falls to 1; 6 non-Dark Orbs change to Heal Orbs","Inflict a 200x Dark attack to 1 enemy but HP falls to 1. Affected by enemy element and defense.
Randomly spawn 6 Heart orbs each from non Dark & Heart orbs."
"最高の技","16","6","敵1体に攻撃力×200倍の光属性攻撃。","Inflict a 200x Light attack on 1 enemy."
"最高の技","16","6","敵1体に攻撃力×200倍の光属性攻撃。","Inflict a 200x Light attack on 1 enemy."
"ダブル気功波","11","6","敵全体に10000の固定ダメージ。
全ドロップを火、木、闇ドロップに変化。","Deal 10,000 damage to all enemies. Ignore enemy element and defense.
Change all orbs to Fire, Wood & Dark orbs."
"ダブル気功波","11","6","敵全体に10000の固定ダメージ。
全ドロップを火、木、闇ドロップに変化。","Deal 10,000 damage to all enemies. Ignore enemy element and defense.
Change all orbs to Fire, Wood & Dark orbs."
"舞空術","6","6","3ターンの間、火と木ドロップが少し落ちやすくなる。
ランダムで火と木ドロップを2個ずつ生成。","Increase skyfall chance of Fire & Wood orbs by 10% for 3 turns.
Randomly spawn 2 Fire & Wood orbs each from non Fire & Wood orbs."
"舞空術","6","6","3ターンの間、火と木ドロップが少し落ちやすくなる。
ランダムで火と木ドロップを2個ずつ生成。","Increase skyfall chance of Fire & Wood orbs by 10% for 3 turns.
Randomly spawn 2 Fire & Wood orbs each from non Fire & Wood orbs."
"SGカミカゼアタック","5","6","ランダムで火と水ドロップを2個ずつ生成。
火と水ドロップを強化。","Randomly spawn 2 Fire & Water orbs each from non Fire & Water orbs.
Enhance Fire & Water orbs."
"SGカミカゼアタック","5","6","ランダムで火と水ドロップを2個ずつ生成。
火と水ドロップを強化。","Randomly spawn 2 Fire & Water orbs each from non Fire & Water orbs.
Enhance Fire & Water orbs."
"治癒能力","10","7","HPを50％回復、バインド状態を2ターン回復。","Recover 50% of max HP. 2 turn bind recovery."
"ドラゴンレーダー","10","6","ランダムで光ドロップを7個生成。","Randomly spawn 7 Light orbs each from non Light orbs."
"超かめはめ波","6","8","敵1体に攻撃力×100倍の攻撃。
水と光ドロップを強化。","敵1体に攻撃力×100倍の攻撃。
水と光ドロップを強化。"
"超級かめはめ波","6","7","敵1体に攻撃力×100倍の攻撃。
木と闇ドロップを強化。","敵1体に攻撃力×100倍の攻撃。
木と闇ドロップを強化。"
"かめはめ波","9","7","1ターンの間、体力とドラゴンタイプの攻撃力が2.5倍。
敵1体に攻撃力×100倍の攻撃。","1ターンの間、体力とドラゴンタイプの攻撃力が2.5倍。
敵1体に攻撃力×100倍の攻撃。"
"必殺剣","7","7","敵1体に攻撃力×80倍の攻撃。
木と毒ドロップを水ドロップに変化。","敵1体に攻撃力×80倍の攻撃。
木と毒ドロップを水ドロップに変化。"
